symbol,entry_ts,entry_price,signal,stop_price,take_price,sl_pct,rr
BTCUSDT,2025-10-17 08:15:00+00:00,105175.4,BUY,104649.523,105701.277,0.005,1.0
BTCUSDT,2025-10-17 08:30:00+00:00,105063.5,BUY,104538.1825,105588.8175,0.005,1.0
BTCUSDT,2025-10-17 08:45:00+00:00,104872.0,BUY,104347.64,105396.36,0.005,1.0
BTCUSDT,2025-10-17 09:45:00+00:00,104529.1,BUY,104006.4545,105051.7455,0.005,1.0
BTCUSDT,2025-10-17 10:15:00+00:00,104009.8,BUY,103489.751,104529.849,0.005,1.0
BTCUSDT,2025-10-21 04:00:00+00:00,108301.5,BUY,107759.9925,108843.0075,0.005,1.0
BTCUSDT,2025-10-21 04:15:00+00:00,108232.2,BUY,107691.039,108773.361,0.005,1.0
BTCUSDT,2025-10-21 04:30:00+00:00,107888.3,BUY,107348.8585,108427.7415,0.005,1.0
BTCUSDT,2025-10-21 04:45:00+00:00,107786.4,BUY,107247.468,108325.332,0.005,1.0
BTCUSDT,2025-10-21 05:00:00+00:00,107715.1,BUY,107176.5245,108253.6755,0.005,1.0
BTCUSDT,2025-10-21 05:30:00+00:00,107697.7,BUY,107159.2115,108236.1885,0.005,1.0
BTCUSDT,2025-10-21 05:45:00+00:00,107544.5,BUY,107006.7775,108082.2225,0.005,1.0
BTCUSDT,2025-10-21 14:45:00+00:00,112199.9,SELL,112760.8995,111638.9005,0.005,1.0
BTCUSDT,2025-10-21 15:00:00+00:00,112412.0,SELL,112974.06,111849.94,0.005,1.0
BTCUSDT,2025-10-21 15:15:00+00:00,112992.9,SELL,113557.8645,112427.9355,0.005,1.0
BTCUSDT,2025-10-21 15:30:00+00:00,113357.8,SELL,113924.589,112791.011,0.005,1.0
BTCUSDT,2025-10-21 15:45:00+00:00,113439.0,SELL,114006.195,112871.805,0.005,1.0
BTCUSDT,2025-10-21 16:00:00+00:00,113544.5,SELL,114112.2225,112976.7775,0.005,1.0
BTCUSDT,2025-10-21 16:15:00+00:00,113683.5,SELL,114251.9175,113115.0825,0.005,1.0
BTCUSDT,2025-10-21 16:30:00+00:00,113462.0,SELL,114029.31,112894.69,0.005,1.0
BTCUSDT,2025-10-26 09:15:00+00:00,112680.3,SELL,113243.7015,112116.8985,0.005,1.0
BTCUSDT,2025-10-26 12:00:00+00:00,113741.6,SELL,114310.308,113172.892,0.005,1.0
BTCUSDT,2025-10-28 14:00:00+00:00,115798.2,SELL,116377.191,115219.209,0.005,1.0
BTCUSDT,2025-10-28 14:15:00+00:00,115924.0,SELL,116503.62,115344.38,0.005,1.0
BTCUSDT,2025-11-04 18:15:00+00:00,100700.3,BUY,100196.7985,101203.8015,0.005,1.0
BTCUSDT,2025-11-09 14:15:00+00:00,103886.1,SELL,104405.5305,103366.6695,0.005,1.0
BTCUSDT,2025-11-12 15:45:00+00:00,102159.6,BUY,101648.802,102670.398,0.005,1.0
BTCUSDT,2025-11-12 16:00:00+00:00,101514.0,BUY,101006.43,102021.57,0.005,1.0
BTCUSDT,2025-11-13 18:00:00+00:00,99375.7,BUY,98878.8215,99872.5785,0.005,1.0
BTCUSDT,2025-11-13 18:15:00+00:00,99092.8,BUY,98597.336,99588.264,0.005,1.0
BTCUSDT,2025-11-13 18:30:00+00:00,98662.1,BUY,98168.7895,99155.4105,0.005,1.0
BTCUSDT,2025-11-13 18:45:00+00:00,98584.1,BUY,98091.1795,99077.0205,0.005,1.0
BTCUSDT,2025-11-13 19:00:00+00:00,98689.6,BUY,98196.152,99183.048,0.005,1.0
BTCUSDT,2025-11-19 05:30:00+00:00,90345.3,BUY,89893.5735,90797.0265,0.005,1.0
BTCUSDT,2025-11-20 16:45:00+00:00,87885.5,BUY,87446.0725,88324.9275,0.005,1.0
BTCUSDT,2025-11-20 17:00:00+00:00,87055.6,BUY,86620.322,87490.878,0.005,1.0
BTCUSDT,2025-11-20 17:15:00+00:00,87135.1,BUY,86699.4245,87570.7755,0.005,1.0
BTCUSDT,2025-11-20 17:30:00+00:00,86754.3,BUY,86320.5285,87188.0715,0.005,1.0
BTCUSDT,2025-11-21 09:30:00+00:00,82650.1,BUY,82236.8495,83063.3505,0.005,1.0
BTCUSDT,2025-11-21 09:45:00+00:00,82212.5,BUY,81801.4375,82623.5625,0.005,1.0
BTCUSDT,2025-11-21 10:00:00+00:00,82108.6,BUY,81698.057,82519.143,0.005,1.0
BTCUSDT,2025-11-21 10:15:00+00:00,82055.0,BUY,81644.725,82465.275,0.005,1.0
